id,name,description,brand,color,barcode,origin,material,size,price
820,sit amet eleifend pede libero,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",brand_8,,59734-275,,,,18.51
821,sed interdum venenatis turpis enim blandit,"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",brand_1,Mauv,55154-4920,Philippines,,,22.49
822,orci eget orci vehicula condimentum curabitur,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",brand_1,Aquamarine,57520-0942,Mexico,,3XL,12.56
823,est et tempus semper est,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",brand_4,Teal,36987-3149,Thailand,,,18.11
824,nunc nisl duis bibendum,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",brand_4,Turquoise,0006-0227,Philippines,,XL,5.04
825,phasellus sit amet erat nulla,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",brand_6,,65862-048,Palestinian Territory,Steel,,19.25
826,at diam nam tristique tortor,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",brand_5,,0363-0347,China,Plastic,,21.31
827,volutpat dui maecenas tristique est,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",brand_3,,36987-3131,Canada,Vinyl,,15.39
828,natoque penatibus et,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",brand_3,,58930-025,Germany,,3XL,9.87
829,ut at dolor quis odio,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",brand_3,,53014-530,Yemen,,,10.93
830,nullam molestie nibh,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",brand_3,,68016-264,Brazil,Glass,,9.68
831,ipsum primis in faucibus orci luctus,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,brand_9,Indigo,67345-6086,Russia,,,8.39
832,ut dolor morbi vel lectus,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.",,,60512-1003,Portugal,,2XL,18.59
833,,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,brand_7,Fuscia,37000-726,Macedonia,,,5.32
834,sit amet,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",brand_8,,0591-3602,Czech Republic,,2XL,20.07
835,justo nec condimentum neque sapien,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",brand_2,Fuscia,60505-0223,Mexico,Glass,XS,26.89
836,ut volutpat sapien arcu sed,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",brand_3,Mauv,0135-0488,Laos,,,20.37
837,posuere felis sed lacus morbi sem,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",brand_3,,68479-216,,,,8.77
838,vestibulum eget vulputate ut,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",brand_8,,64117-961,Indonesia,,,19.66
839,volutpat sapien arcu sed augue,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",brand_10,Teal,46994-291,Portugal,Stone,,8.82
840,eu mi nulla ac,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,brand_5,,62032-119,Indonesia,Granite,,16.54
841,elementum ligula vehicula consequat morbi,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",brand_7,Blue,61957-1051,France,,,29.28
842,ante ipsum primis in,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",brand_4,Mauv,41167-0969,Brazil,,XL,27.84
843,lobortis est phasellus,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",brand_9,,43353-889,Israel,Aluminum,,6.56
844,nam tristique tortor eu pede,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",brand_3,Yellow,0052-0326,Greece,,3XL,12.79
845,vel pede morbi porttitor lorem id,,brand_5,,68382-115,China,,,6.85
846,massa volutpat convallis,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,brand_7,,48951-7002,Mongolia,,XL,13.61
847,id turpis integer aliquet,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",brand_4,Maroon,64942-1186,Thailand,,,14.68
848,cras in purus,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",brand_5,Violet,48951-5068,,Aluminum,,28.64
849,turpis integer aliquet massa id,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,brand_7,,53208-418,Armenia,,,10.76
850,morbi vestibulum velit id,In congue. Etiam justo.,brand_3,Green,49349-473,Pakistan,Aluminum,XS,23.6
851,dolor quis odio consequat varius,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",brand_3,Indigo,53807-530,,,XL,19.7
852,amet eleifend pede,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",brand_9,Red,30142-004,United States,Stone,,20.69
853,et ultrices posuere cubilia curae,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,brand_6,Purple,10237-805,Sweden,Vinyl,XS,14.43
854,ultricies eu,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",brand_10,Yellow,0409-9631,China,Stone,XS,21.09
855,quisque arcu libero,Etiam pretium iaculis justo.,brand_2,Teal,37205-067,Guam,Granite,2XL,12.39
856,lectus aliquam sit amet diam in,,brand_1,Maroon,43063-438,Thailand,,XL,28.23
857,id massa id nisl venenatis lacinia,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",brand_1,,63868-011,Brazil,,3XL,20.36
858,viverra eget congue,Fusce consequat. Nulla nisl. Nunc nisl.,brand_2,,55154-8287,China,,M,18.68
859,consectetuer eget rutrum at lorem,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",brand_7,Puce,49789-070,Poland,,,26.45
860,consequat ut nulla sed accumsan,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,brand_3,Violet,0517-0405,Netherlands,,,20.66
861,dapibus dolor vel est donec,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",brand_8,Teal,0527-1367,China,,XS,20.25
862,vestibulum ante ipsum primis,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.",brand_4,,55648-973,Vietnam,,3XL,10.29
863,commodo vulputate justo in,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",brand_5,,61722-082,United States,Vinyl,L,29.34
864,interdum mauris ullamcorper purus sit,Suspendisse accumsan tortor quis turpis.,brand_2,Turquoise,75870-001,Russia,,,16.93
865,nulla integer,In congue.,brand_5,,53603-4003,South Korea,,,10.71
866,leo odio condimentum id,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",brand_3,Pink,49348-398,China,,,21.05
867,posuere nonummy,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,brand_9,Mauv,65691-0089,Cameroon,,,11.47
868,in quis,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",brand_8,Crimson,41250-161,Pakistan,,XL,
869,quisque porta volutpat,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,brand_9,,44567-331,Indonesia,Granite,L,22.46
870,leo odio porttitor id,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",brand_8,Purple,13630-0019,China,,,5.22
871,ligula nec,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",brand_6,,55312-467,China,,XS,25.76
872,potenti cras in purus eu magna,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",brand_5,Teal,0046-1106,Dominican Republic,,XS,8.71
873,nam ultrices libero non mattis,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,brand_10,Turquoise,41520-407,Portugal,Wood,,11.3
874,,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",brand_3,Crimson,55910-271,China,,XL,20.48
875,quis turpis eget elit sodales scelerisque,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",brand_8,,49281-225,Bulgaria,Granite,,25.59
876,sed nisl nunc,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",brand_2,Indigo,10096-0290,China,Steel,,11.65
877,velit eu est congue elementum in,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,brand_10,,65044-4351,China,,,10.39
878,nulla facilisi cras,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",brand_3,,69148-001,Indonesia,,,18.7
879,posuere metus vitae,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,brand_3,,0603-4654,France,Rubber,XL,25.99
880,non ligula,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",brand_6,Fuscia,65862-625,Albania,,,10.81
881,libero non mattis pulvinar nulla,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,brand_7,Blue,0258-4000,China,Granite,,19.73
882,lorem id ligula suspendisse ornare consequat,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",brand_5,,68788-0134,Sweden,,,24.02
883,eros suspendisse,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",brand_7,Goldenrod,0781-9412,,,3XL,17.15
884,id nisl,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,brand_10,Orange,68428-114,China,,,16.53
885,dapibus duis at,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",brand_3,,59726-257,Finland,,,28.38
886,pede libero quis orci,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",brand_8,,0409-7938,China,,S,27.43
887,pede ullamcorper augue a,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,brand_9,,55316-541,,,XL,18.3
888,maecenas rhoncus,Quisque id justo sit amet sapien dignissim vestibulum.,brand_2,Red,52125-640,Czech Republic,,,12.38
889,sit amet,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",brand_9,Teal,21695-909,Poland,,,10.04
890,accumsan tellus,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",brand_5,Yellow,31722-405,North Korea,,2XL,23.14
891,gravida nisi at nibh in hac,,brand_5,,53808-0870,Indonesia,Stone,L,23.63
892,odio porttitor id consequat,"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",brand_4,Green,0430-0722,United States,,,23.74
893,etiam justo etiam,Aliquam erat volutpat. In congue. Etiam justo.,brand_1,Green,53462-306,Indonesia,,,10.88
894,dapibus augue vel accumsan,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",brand_7,Purple,49288-0136,Italy,,,19.11
895,donec semper,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",brand_3,Maroon,58232-0637,Canada,Aluminum,,14.57
896,leo odio condimentum,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",brand_3,,33261-842,Brazil,,,10.24
897,libero non mattis,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",brand_3,Teal,42808-205,Philippines,,,8.33
898,eu felis fusce posuere,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",brand_5,Yellow,68012-052,Russia,,,12.1
899,sem fusce consequat,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",brand_2,Aquamarine,63824-500,Thailand,,M,6.32
900,aliquam augue quam sollicitudin,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",brand_4,Red,63629-3209,Sweden,Plastic,XS,18.67
901,blandit nam nulla integer,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",brand_3,Orange,37012-160,Tunisia,,L,8.67
902,vulputate luctus cum sociis natoque,In quis justo. Maecenas rhoncus aliquam lacus.,brand_2,,68788-9706,Russia,,,6.7
903,et ultrices posuere cubilia,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.",brand_3,Orange,57896-785,Philippines,,L,6.1
904,nibh ligula nec sem duis,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",brand_5,Turquoise,47335-007,Colombia,,,13.27
905,pretium iaculis diam,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",brand_6,Crimson,63868-763,France,,,6.08
906,luctus et ultrices,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",brand_5,,64117-955,Japan,,,14.48
907,blandit ultrices,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",brand_1,Red,49825-130,Portugal,Aluminum,,
908,feugiat non pretium quis lectus,"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",brand_10,Teal,54868-5938,Moldova,,,22.92
909,amet eros suspendisse,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",brand_4,Mauv,43526-108,Indonesia,,XL,10.1
910,mauris laoreet ut,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,brand_1,Khaki,64117-153,China,,M,7.59
911,cras non velit nec nisi,,brand_6,Crimson,68151-5230,Philippines,,,22.62
912,tempus vel pede morbi,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",brand_8,Green,37808-252,China,Brass,,
913,ultrices posuere,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,brand_7,Puce,43419-362,Indonesia,Wood,,29.26
914,curabitur at ipsum ac tellus,Vivamus tortor. Duis mattis egestas metus.,brand_2,Indigo,64942-0016,Thailand,,,9.88
915,arcu libero rutrum ac,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",brand_4,,43742-0458,Philippines,Rubber,S,27.38
916,non mattis pulvinar nulla pede ullamcorper,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",brand_9,,54458-968,Russia,,2XL,15.77
917,non quam nec dui,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,brand_6,,49884-937,Afghanistan,Plastic,,20.46
